gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCsdiffat10,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
NA1/3768021651,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Twisted Fate', 'mid'), ('Jhin', 'bot'), ('Gragas', 'sup')]",1,1.0,0.0,16166.0,16673.0,261.0,1316.0,584.0,-4.0,4.0,5.0,4.0,"[('Volibear', 'top'), ('Taliyah', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,14850.0,16089.0,265.0,5.0
NA1/3768320897,"[('Irelia', 'top'), ('Hecarim', 'jng'), ('Azir', 'mid'), (""Kai'Sa"", 'bot'), ('Seraphine', 'sup')]",0,0.0,0.0,15965.0,16274.0,259.0,-302.0,-1514.0,-22.0,5.0,5.0,6.0,"[('Malphite', 'top'), ('Taliyah', 'jng'), ('Yone', 'mid'), ('Samira', 'bot'), ('Rell', 'sup')]",0.0,16267.0,17788.0,281.0,9.0
NA1/3768300875,"[('Gragas', 'top'), ('Hecarim', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Galio', 'sup')]",0,0.0,0.0,15727.0,19946.0,308.0,-510.0,1270.0,-3.0,2.0,3.0,3.0,"[('Renekton', 'top'), ('Jarvan IV', 'jng'), ('Rumble', 'mid'), ('Xayah', 'bot'), ('Rakan', 'sup')]",0.0,16237.0,18676.0,311.0,4.0
NA1/3768031512,"[('Camille', 'top'), ('Nocturne', 'jng'), ('Galio', 'mid'), ('Jhin', 'bot'), ('Tahm Kench', 'sup')]",0,1.0,0.0,15725.0,19074.0,324.0,1053.0,355.0,13.0,2.0,3.0,1.0,"[('Poppy', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Rell', 'sup')]",0.0,14672.0,18719.0,311.0,2.0
NA1/3768231015,"[('Fiora', 'top'), ('Pantheon', 'jng'), ('Diana', 'mid'), (""Kai'Sa"", 'bot'), ('Bard', 'sup')]",0,0.0,0.0,14639.0,18059.0,280.0,-2616.0,557.0,18.0,2.0,3.0,8.0,"[('Camille', 'top'), ('Rengar', 'jng'), ('Twisted Fate', 'mid'), ('Xayah', 'bot'), ('Rakan', 'sup')]",0.0,17255.0,17502.0,262.0,10.0
NA1/3768021681,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Aurelion Sol', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,16423.0,18810.0,316.0,-229.0,16.0,26.0,4.0,5.0,5.0,"[('Camille', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Galio', 'sup')]",0.0,16652.0,18794.0,290.0,6.0
NA1/3768171021,"[('Shen', 'top'), ('Taliyah', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0,1.0,0.0,14923.0,15902.0,263.0,-1511.0,-470.0,-9.0,3.0,8.0,6.0,"[('Camille', 'top'), (""Kha'Zix"", 'jng'), ('Ekko', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,16434.0,16372.0,272.0,8.0
NA1/3768340902,"[('Camille', 'top'), ('Elise', 'jng'), ('Seraphine', 'mid'), ('Senna', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,16888.0,18245.0,298.0,1969.0,1305.0,13.0,5.0,5.0,2.0,"[('Shen', 'top'), ('Hecarim', 'jng'), ('Aurelion Sol', 'mid'), ('Aphelios', 'bot'), ('Pyke', 'sup')]",0.0,14919.0,16940.0,285.0,3.0
NA1/3768290990,"[('Camille', 'top'), ('Hecarim', 'jng'), ('Galio', 'mid'), ('Seraphine', 'bot'), ('Maokai', 'sup')]",1,0.0,0.0,15889.0,17696.0,320.0,118.0,-313.0,9.0,3.0,6.0,3.0,"[('Shen', 'top'), ('Lillia', 'jng'), ('Viktor', 'mid'), ('Samira', 'bot'), ('Braum', 'sup')]",0.0,15771.0,18009.0,311.0,7.0
NA1/3768490610,"[('Shen', 'top'), ('Olaf', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,17092.0,19741.0,329.0,1487.0,1584.0,8.0,6.0,15.0,2.0,"[('Aatrox', 'top'), ('Trundle', 'jng'), ('Syndra', 'mid'), ('Xayah', 'bot'), ('Thresh', 'sup')]",0.0,15605.0,18157.0,321.0,6.0
ESPORTSTMNT02/1682812,"[('Gnar', 'top'), ('Taliyah', 'jng'), ('Ryze', 'mid'), ('Samira', 'bot'), ('Sett', 'sup')]",0,0.0,0.0,14480.0,17276.0,315.0,-1093.0,-536.0,24.0,0.0,0.0,3.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,15573.0,17812.0,291.0,6.0
NA1/3768031921,"[('Aatrox', 'top'), ('Udyr', 'jng'), ('Tristana', 'mid'), ('Seraphine', 'bot'), ('Karma', 'sup')]",1,1.0,0.0,16823.0,20222.0,322.0,2273.0,3048.0,30.0,4.0,5.0,1.0,"[('Poppy', 'top'), ('Karthus', 'jng'), ('Lucian', 'mid'), ('Senna', 'bot'), ('Galio', 'sup')]",0.0,14550.0,17174.0,292.0,2.0
NA1/3768301321,"[('Aatrox', 'top'), ('Kindred', 'jng'), ('Galio', 'mid'), ('Miss Fortune', 'bot'), ('Nautilus', 'sup')]",0,1.0,0.0,16414.0,17948.0,302.0,338.0,305.0,15.0,5.0,10.0,5.0,"[('Malphite', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,16076.0,17643.0,287.0,11.0
NA1/3768311310,"[('Gangplank', 'top'), ('Nocturne', 'jng'), ('Galio', 'mid'), ('Jhin', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,15266.0,17307.0,287.0,-1317.0,-657.0,-13.0,2.0,2.0,4.0,"[('Lucian', 'top'), ('Pantheon', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Leona', 'sup')]",0.0,16583.0,17964.0,300.0,6.0
NA1/3768331263,"[('Camille', 'top'), ('Kindred', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,14656.0,17242.0,309.0,-1022.0,-1328.0,9.0,1.0,2.0,3.0,"[('Gragas', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Samira', 'bot'), ('Blitzcrank', 'sup')]",0.0,15678.0,18570.0,300.0,4.0
NA1/3768161691,"[('Shen', 'top'), ('Taliyah', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0,1.0,0.0,15897.0,15670.0,259.0,1512.0,211.0,-10.0,5.0,12.0,2.0,"[('Camille', 'top'), (""Kha'Zix"", 'jng'), ('Orianna', 'mid'), ('Jhin', 'bot'), ('Alistar', 'sup')]",0.0,14385.0,15459.0,269.0,1.0
NA1/3768381117,"[('Renekton', 'top'), ('Kindred', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,18772.0,18160.0,274.0,3750.0,2514.0,17.0,11.0,17.0,5.0,"[('Volibear', 'top'), ('Lillia', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Bard', 'sup')]",0.0,15022.0,15646.0,257.0,7.0
NA1/3768291468,"[('Nasus', 'top'), ('Taliyah', 'jng'), ('Ziggs', 'mid'), ('Jhin', 'bot'), ('Bard', 'sup')]",0,1.0,0.0,15292.0,18492.0,316.0,-618.0,-215.0,-13.0,2.0,2.0,2.0,"[('Aatrox', 'top'), ('Lillia', 'jng'), ('Twisted Fate', 'mid'), ('Senna', 'bot'), ('Pantheon', 'sup')]",0.0,15910.0,18707.0,329.0,3.0
NA1/3768321441,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Twisted Fate', 'mid'), ('Senna', 'bot'), ('Seraphine', 'sup')]",0,0.0,0.0,15571.0,17497.0,303.0,-10.0,-900.0,26.0,1.0,3.0,4.0,"[('Malphite', 'top'), ('Evelynn', 'jng'), ('Orianna', 'mid'), ('Samira', 'bot'), ('Rell', 'sup')]",0.0,15581.0,18397.0,277.0,6.0
NA1/3768421109,"[('Renekton', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Gragas', 'sup')]",1,1.0,0.0,16674.0,18822.0,314.0,721.0,-108.0,6.0,5.0,4.0,3.0,"[('Ornn', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Seraphine', 'sup')]",0.0,15953.0,18930.0,308.0,2.0
NA1/3768032126,"[('Aatrox', 'top'), ('Nocturne', 'jng'), ('Twisted Fate', 'mid'), ('Senna', 'bot'), ('Gragas', 'sup')]",0,1.0,0.0,17854.0,18908.0,234.0,2005.0,936.0,-53.0,9.0,12.0,5.0,"[('Urgot', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Xayah', 'bot'), ('Leona', 'sup')]",0.0,15849.0,17972.0,287.0,5.0
NA1/3768301697,"[('Shen', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Rakan', 'sup')]",1,1.0,0.0,15516.0,17841.0,303.0,1668.0,489.0,14.0,1.0,3.0,0.0,"[('Aatrox', 'top'), ('Graves', 'jng'), ('Karma', 'mid'), (""Kai'Sa"", 'bot'), ('Braum', 'sup')]",0.0,13848.0,17352.0,289.0,0.0
7056-9498,"[('Camille', 'top'), ('Graves', 'jng'), ('Zoe', 'mid'), ('Aphelios', 'bot'), ('Braum', 'sup')]",0,1.0,0.0,16273.0,17867.0,298.0,708.0,-402.0,13.0,5.0,10.0,4.0,"[('Jax', 'top'), ('Lillia', 'jng'), ('Syndra', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,15565.0,18269.0,285.0,10.0
7056-9499,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Yone', 'mid'), ('Aphelios', 'bot'), ('Braum', 'sup')]",1,1.0,0.0,16461.0,19351.0,353.0,1357.0,397.0,7.0,2.0,4.0,0.0,"[('Aatrox', 'top'), ('Nocturne', 'jng'), ('Zoe', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,15104.0,18954.0,346.0,0.0
ESPORTSTMNT02/1692556,"[('Camille', 'top'), ('Kayn', 'jng'), ('Galio', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",1,1.0,0.0,15245.0,18038.0,301.0,-859.0,-893.0,-31.0,2.0,5.0,3.0,"[('Aatrox', 'top'), ('Graves', 'jng'), ('Azir', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,16104.0,18931.0,332.0,11.0
7056-9500,"[('Jax', 'top'), ('Elise', 'jng'), ('Renekton', 'mid'), ('Samira', 'bot'), ('Nautilus', 'sup')]",0,0.0,0.0,15447.0,18469.0,334.0,-1347.0,-119.0,8.0,1.0,2.0,5.0,"[('Volibear', 'top'), ('Taliyah', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",0.0,16794.0,18588.0,326.0,7.0
7058-9501,"[('Renekton', 'top'), ('Lillia', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0,1.0,0.0,15489.0,18198.0,329.0,-1213.0,-696.0,-7.0,1.0,1.0,3.0,"[('Gnar', 'top'), ('Nidalee', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,16702.0,18894.0,336.0,6.0
ESPORTSTMNT02/1692589,"[('Mordekaiser', 'top'), ('Olaf', 'jng'), ('Zoe', 'mid'), ('Samira', 'bot'), ('Bard', 'sup')]",0,1.0,0.0,14654.0,19155.0,329.0,-962.0,-568.0,-50.0,0.0,0.0,0.0,"[('Camille', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0.0,15616.0,19723.0,379.0,0.0
7058-9503,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Seraphine', 'sup')]",1,0.0,0.0,14944.0,17628.0,336.0,-1538.0,-1673.0,31.0,0.0,0.0,4.0,"[('Renekton', 'top'), ('Lillia', 'jng'), ('Ekko', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",0.0,16482.0,19301.0,305.0,11.0
7057-9502,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Viktor', 'mid'), ('Vayne', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,15588.0,18437.0,346.0,-1894.0,-1476.0,6.0,0.0,0.0,2.0,"[('Ornn', 'top'), ('Olaf', 'jng'), ('Ekko', 'mid'), ('Aphelios', 'bot'), ('Galio', 'sup')]",0.0,17482.0,19913.0,340.0,4.0
6955-9504,"[('Aatrox', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Seraphine', 'sup')]",1,1.0,0.0,17020.0,19319.0,315.0,1267.0,465.0,-18.0,4.0,11.0,2.0,"[('Fiora', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), ('Xayah', 'bot'), ('Gragas', 'sup')]",0.0,15753.0,18854.0,333.0,4.0
ESPORTSTMNT02/1692594,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0,1.0,0.0,15861.0,18562.0,332.0,681.0,-458.0,2.0,2.0,2.0,1.0,"[('Rumble', 'top'), ('Lillia', 'jng'), ('Nocturne', 'mid'), ('Samira', 'bot'), ('Seraphine', 'sup')]",0.0,15180.0,19020.0,330.0,2.0
7057-9505,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Syndra', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,17677.0,18897.0,339.0,319.0,-252.0,17.0,5.0,10.0,6.0,"[('Ornn', 'top'), ('Karthus', 'jng'), ('Sett', 'mid'), ('Xayah', 'bot'), ('Galio', 'sup')]",0.0,17358.0,19149.0,322.0,14.0
6955-9506,"[('Gragas', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,14810.0,17946.0,321.0,-1687.0,-712.0,-27.0,0.0,0.0,2.0,"[('Gangplank', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,16497.0,18658.0,348.0,3.0
7060-9507,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Maokai', 'sup')]",0,1.0,0.0,16590.0,18179.0,286.0,-457.0,-374.0,-46.0,5.0,8.0,4.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Yone', 'mid'), ('Xayah', 'bot'), ('Leona', 'sup')]",0.0,17047.0,18553.0,332.0,4.0
7057-9510,"[('Irelia', 'top'), ('Lillia', 'jng'), ('Sett', 'mid'), ('Vayne', 'bot'), ('Leona', 'sup')]",1,0.0,0.0,16233.0,18763.0,327.0,124.0,-432.0,-5.0,3.0,4.0,3.0,"[('Aatrox', 'top'), ('Nidalee', 'jng'), ('Azir', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",0.0,16109.0,19195.0,332.0,4.0
ESPORTSTMNT02/1692605,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Seraphine', 'sup')]",0,0.0,0.0,14698.0,17433.0,308.0,-985.0,-816.0,-11.0,1.0,2.0,2.0,"[('Camille', 'top'), ('Lillia', 'jng'), ('Azir', 'mid'), ('Xayah', 'bot'), ('Bard', 'sup')]",0.0,15683.0,18249.0,319.0,4.0
7060-9509,"[('Renekton', 'top'), ('Kayn', 'jng'), ('Orianna', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0,1.0,0.0,15860.0,18720.0,310.0,248.0,-619.0,-23.0,3.0,4.0,2.0,"[('Aatrox', 'top'), ('Lillia', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Maokai', 'sup')]",0.0,15612.0,19339.0,333.0,1.0
6956-9508,"[('Gnar', 'top'), ('Pantheon', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",1,1.0,0.0,15588.0,18183.0,329.0,576.0,-231.0,-5.0,1.0,2.0,0.0,"[('Ornn', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15012.0,18414.0,334.0,0.0
6956-9511,"[('Rumble', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Morgana', 'sup')]",0,1.0,0.0,15788.0,19791.0,354.0,66.0,686.0,2.0,1.0,2.0,0.0,"[('Jayce', 'top'), ('Pantheon', 'jng'), ('Azir', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0.0,15722.0,19105.0,352.0,0.0
7059-9512,"[('Ornn', 'top'), ('Taliyah', 'jng'), ('Yone', 'mid'), ('Jhin', 'bot'), ('Gragas', 'sup')]",0,1.0,0.0,15909.0,19610.0,328.0,-245.0,-409.0,-41.0,2.0,2.0,1.0,"[('Camille', 'top'), ('Olaf', 'jng'), ('Akali', 'mid'), ('Senna', 'bot'), ('Alistar', 'sup')]",0.0,16154.0,20019.0,369.0,2.0
ESPORTSTMNT02/1692624,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0,0.0,0.0,15155.0,18739.0,331.0,-1054.0,-799.0,-19.0,0.0,0.0,2.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Lucian', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,16209.0,19538.0,350.0,3.0
6956-9513,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Sylas', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,0.0,0.0,14951.0,17858.0,319.0,-1480.0,-963.0,-31.0,1.0,1.0,1.0,"[('Syndra', 'top'), ('Pantheon', 'jng'), ('Twisted Fate', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,16431.0,18821.0,350.0,1.0
7059-9514,"[('Camille', 'top'), ('Nidalee', 'jng'), ('Qiyana', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",1,1.0,0.0,17543.0,21107.0,377.0,2352.0,2535.0,56.0,3.0,3.0,1.0,"[('Sett', 'top'), ('Lillia', 'jng'), ('Yasuo', 'mid'), ('Senna', 'bot'), ('Gragas', 'sup')]",0.0,15191.0,18572.0,321.0,1.0
ESPORTSTMNT02/1692716,"[('Gnar', 'top'), ('Taliyah', 'jng'), ('Lucian', 'mid'), ('Xayah', 'bot'), ('Galio', 'sup')]",1,1.0,0.0,15700.0,17674.0,305.0,1488.0,614.0,-9.0,3.0,8.0,0.0,"[('Camille', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0.0,14212.0,17060.0,314.0,0.0
ESPORTSTMNT02/1683002,"[('Shen', 'top'), ('Hecarim', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Seraphine', 'sup')]",1,1.0,0.0,15423.0,18237.0,302.0,-718.0,-518.0,-35.0,2.0,7.0,2.0,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Twisted Fate', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0.0,16141.0,18755.0,337.0,4.0
ESPORTSTMNT02/1683026,"[('Ornn', 'top'), ('Lillia', 'jng'), ('Yone', 'mid'), ('Vayne', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,15328.0,17290.0,286.0,-736.0,-1592.0,-32.0,3.0,5.0,3.0,"[('Aatrox', 'top'), ('Hecarim', 'jng'), ('Cassiopeia', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0.0,16064.0,18882.0,318.0,3.0
ESPORTSTMNT02/1683040,"[('Pantheon', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Xayah', 'bot'), ('Shen', 'sup')]",1,1.0,0.0,15578.0,18268.0,337.0,1123.0,94.0,21.0,2.0,4.0,0.0,"[('Gragas', 'top'), ('Sejuani', 'jng'), ('Yone', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,14455.0,18174.0,316.0,0.0
ESPORTSTMNT05/1820863,"[('Gragas', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,17340.0,18103.0,306.0,752.0,416.0,-21.0,7.0,8.0,3.0,"[('Irelia', 'top'), ('Lillia', 'jng'), ('Twisted Fate', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",0.0,16588.0,17687.0,327.0,3.0
ESPORTSTMNT05/1820867,"[('Renekton', 'top'), ('Gragas', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Braum', 'sup')]",1,1.0,0.0,16891.0,19109.0,345.0,2080.0,1102.0,34.0,4.0,4.0,1.0,"[('Camille', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,14811.0,18007.0,311.0,2.0
ESPORTSTMNT02/1683084,"[('Hecarim', 'top'), ('Taliyah', 'jng'), ('Zilean', 'mid'), ('Miss Fortune', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,15021.0,18102.0,318.0,-455.0,633.0,5.0,1.0,1.0,2.0,"[('Ornn', 'top'), ('Graves', 'jng'), ('Twisted Fate', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15476.0,17469.0,313.0,5.0
ESPORTSTMNT02/1683089,"[('Ornn', 'top'), ('Graves', 'jng'), ('Akali', 'mid'), (""Kai'Sa"", 'bot'), ('Seraphine', 'sup')]",0,1.0,0.0,16242.0,19427.0,304.0,958.0,244.0,-35.0,3.0,2.0,1.0,"[('Gragas', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Rakan', 'sup')]",0.0,15284.0,19183.0,339.0,0.0
ESPORTSTMNT02/1692800,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,16866.0,19808.0,346.0,1070.0,1181.0,17.0,3.0,3.0,2.0,"[('Ornn', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15796.0,18627.0,329.0,3.0
ESPORTSTMNT05/1820881,"[('Ornn', 'top'), ('Lillia', 'jng'), ('Yone', 'mid'), ('Jhin', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,15711.0,18681.0,349.0,682.0,236.0,9.0,1.0,3.0,0.0,"[('Riven', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Miss Fortune', 'bot'), ('Rakan', 'sup')]",0.0,15029.0,18445.0,340.0,0.0
ESPORTSTMNT05/1820882,"[('Renekton', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,14610.0,18537.0,326.0,-868.0,188.0,12.0,0.0,0.0,2.0,"[('Malphite', 'top'), ('Hecarim', 'jng'), ('Galio', 'mid'), ('Xayah', 'bot'), ('Nautilus', 'sup')]",0.0,15478.0,18349.0,314.0,2.0
ESPORTSTMNT02/1683130,"[('Wukong', 'top'), ('Taliyah', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Rakan', 'sup')]",1,0.0,0.0,14572.0,17841.0,296.0,-829.0,5.0,-2.0,1.0,0.0,2.0,"[('Malphite', 'top'), ('Sejuani', 'jng'), ('Yasuo', 'mid'), ('Vayne', 'bot'), ('Gragas', 'sup')]",0.0,15401.0,17836.0,298.0,3.0
ESPORTSTMNT02/1692808,"[('Aatrox', 'top'), ('Olaf', 'jng'), ('Annie', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,16781.0,18305.0,304.0,1551.0,705.0,-4.0,6.0,7.0,2.0,"[('Gnar', 'top'), ('Taliyah', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,15230.0,17600.0,308.0,6.0
ESPORTSTMNT02/1683144,"[('Ornn', 'top'), ('Kindred', 'jng'), ('Twisted Fate', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0,1.0,0.0,16569.0,19508.0,353.0,1196.0,360.0,16.0,2.0,4.0,1.0,"[('Gragas', 'top'), ('Graves', 'jng'), ('Galio', 'mid'), ('Xayah', 'bot'), ('Rakan', 'sup')]",0.0,15373.0,19148.0,337.0,2.0
ESPORTSTMNT05/1820890,"[('Aatrox', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Taric', 'sup')]",0,1.0,0.0,15536.0,18000.0,308.0,-440.0,-1123.0,-20.0,2.0,4.0,2.0,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Irelia', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,15976.0,19123.0,328.0,5.0
ESPORTSTMNT05/1820892,"[(""Cho'Gath"", 'top'), ('Nunu & Willump', 'jng'), ('Yone', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",0,0.0,0.0,15028.0,17851.0,310.0,-2014.0,-1041.0,-9.0,2.0,3.0,5.0,"[('Gragas', 'top'), ('Udyr', 'jng'), ('Irelia', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",0.0,17042.0,18892.0,319.0,9.0
ESPORTSTMNT02/1692853,"[('Aatrox', 'top'), ('Taliyah', 'jng'), ('Twisted Fate', 'mid'), ('Miss Fortune', 'bot'), ('Nautilus', 'sup')]",1,0.0,0.0,16102.0,18683.0,344.0,628.0,399.0,31.0,1.0,1.0,1.0,"[('Gragas', 'top'), ('Udyr', 'jng'), ('Seraphine', 'mid'), ('Xayah', 'bot'), ('Leona', 'sup')]",0.0,15474.0,18284.0,313.0,2.0
ESPORTSTMNT02/1683186,"[('Volibear', 'top'), ('Taliyah', 'jng'), ('Azir', 'mid'), ('Jhin', 'bot'), ('Janna', 'sup')]",0,0.0,0.0,14738.0,18879.0,323.0,-2115.0,-306.0,-18.0,0.0,0.0,4.0,"[('Camille', 'top'), ('Hecarim', 'jng'), ('Ekko', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,16853.0,19185.0,341.0,5.0
ESPORTSTMNT05/1820909,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Anivia', 'mid'), ('Ashe', 'bot'), ('Seraphine', 'sup')]",1,1.0,0.0,13954.0,17275.0,269.0,-1256.0,-618.0,-30.0,1.0,0.0,2.0,"[('Jayce', 'top'), ('Ivern', 'jng'), ('Yone', 'mid'), ('Senna', 'bot'), ('Leona', 'sup')]",0.0,15210.0,17893.0,299.0,2.0
